,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable
1828,Olga,2015-01-15,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$114.00,t,f
1829,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$114.00,t,t
1830,Raul,2016-02-01,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$114.00,t,f
1831,Alejandro,2019-10-03,"Málaga, Spain",within an hour,100%,10%,f,La Victoria,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$114.00,t,t
1832,Ella,2015-03-16,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$114.00,t,f
1833,Welcome,2020-01-20,"Málaga, Spain",within a few hours,93%,78%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in home,Private room,$114.00,t,f
1834,Stay In,2021-09-09,"Málaga, Spain",within an hour,97%,87%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$114.00,t,f
1835,Holidu,2024-01-31,"Madrid, Spain",within an hour,100%,100%,t,Urbanización Lorea Playa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t
1836,Mariano,2016-11-07,"Ramos Mejía, Argentina",within an hour,94%,97%,f,Urbanización Lorea Playa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f
1837,Hugo,2021-04-08,"Valladolid, Spain",within a day,67%,21%,f,Urbanización Lorea Playa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f
1838,Carlos,2020-05-28,"Valladolid, Spain",within an hour,89%,98%,f,Urbanización Lorea Playa,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t
1839,Renthas Hospitality,2019-12-12,"Valladolid, Spain",within an hour,93%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,t
1840,Jose Carlos,2015-05-11,"Andalusia, Spain",within a few hours,100%,84%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Private room in rental unit,Private room,$118.00,t,f
1841,Welcome,2020-01-20,"Málaga, Spain",within a few hours,93%,78%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,f
1842,Welcome,2020-01-20,"Málaga, Spain",within a few hours,93%,78%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,f
1843,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$118.00,t,t
1844,Málaga De Vacaciones,2012-08-18,"Málaga, Spain",within an hour,97%,99%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$118.00,t,t
1845,Marina,2019-02-14,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$118.00,t,t
1846,Málaga De Vacaciones,2012-08-18,"Málaga, Spain",within an hour,97%,99%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire townhouse,Entire home/apt,$118.00,t,t
1847,Javier,2023-06-02,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$25.00,t,f
1848,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t
1849,Jose Carlos,2015-05-11,"Andalusia, Spain",within a few hours,100%,84%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Private room in rental unit,Private room,$90.00,t,f
1850,Jose Carlos,2015-05-11,"Andalusia, Spain",within a few hours,100%,84%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Teatinos-Universidad,Private room in rental unit,Private room,$90.00,t,f
1851,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$90.00,t,t
1852,Salvador,2022-04-01,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t
1853,Michael,2016-11-02,"Málaga, Spain",within an hour,100%,97%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Private room in condo,Private room,$90.00,t,t
1854,SkySea,2017-06-23,"Málaga, Spain",within an hour,99%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$115.00,t,t
1855,Yile,2022-05-10,"Málaga, Spain",within an hour,100%,97%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$115.00,t,f
1856,Yile,2022-05-10,"Málaga, Spain",within an hour,100%,97%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$115.00,t,f
1857,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,t
1858,Yile,2022-05-10,"Málaga, Spain",within an hour,100%,97%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$115.00,t,f
1859,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,t
1860,Reinout,2018-11-15,"Amsterdam, Netherlands",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$115.00,t,f
1861,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$115.00,t,t
1862,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$75.00,t,t
1863,Ele,2016-08-14,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$236.00,t,t
1864,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$236.00,t,t
1865,Jaksa,2023-05-16,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$236.00,t,t
1866,Life Apartments Malaga,2019-11-21,"Málaga, Spain",within a few hours,100%,77%,f,La Victoria,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$236.00,t,t
1867,Malaga,2014-11-03,"Andalusia, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$141.00,t,t
1868,Albert,2019-07-20,"Málaga, Spain",within an hour,96%,98%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$141.00,t,t
1869,Renthas Hospitality,2019-12-12,"Málaga, Spain",within an hour,93%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$254.00,t,t
1870,Miguel,2021-06-17,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$254.00,t,t
1871,Encarni,2014-09-09,"Andalusia, Spain",within an hour,100%,67%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in guesthouse,Private room,$254.00,t,f
1872,Barrionova,2023-08-15,"Andalusia, Spain",within an hour,100%,67%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$254.00,f,f
1873,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$254.00,t,t
1874,Promociones,2021-11-10,"Málaga, Spain",within an hour,90%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$254.00,t,t
1875,Promociones,2021-11-10,"Málaga, Spain",within an hour,90%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$254.00,t,t
1876,Innova Inmo,2023-10-19,"Málaga, Spain",within an hour,94%,96%,f,Urbanización Cortijo de Nagüeles,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Room in hotel,Private room,$254.00,t,t
1877,Augusto,2015-11-07,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$254.00,t,f
1878,Promociones,2021-11-10,"Andalusia, Spain",within an hour,90%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$254.00,t,t
1879,Promociones,2021-11-10,"Andalusia, Spain",within an hour,90%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$254.00,t,t
1880,Promociones,2021-11-10,"Andalusia, Spain",within an hour,90%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$254.00,t,t
1881,Welcome,2020-01-20,"Málaga, Spain",within a few hours,93%,78%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$254.00,t,f
1882,Rocío,2016-02-23,"Málaga, Spain",within a few hours,93%,78%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$254.00,t,f
1883,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$258.00,t,t
1884,Arbe Sun,2021-12-25,"Andalucía, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$126.00,t,t
1885,Renthas Hospitality,2019-12-12,"Andalucía, Spain",within an hour,93%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$126.00,t,t
1886,Miriam,2011-10-11,"Málaga, Spain",within an hour,90%,88%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$39.00,t,t
1887,Andrea,2014-11-07,"Madrid, Spain",within an hour,97%,98%,f,Hortaleza,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Room in hotel,Private room,$39.00,t,t
1888,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Hortaleza,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$39.00,t,t
1889,Bernardo,2023-11-10,"Málaga, Spain",within an hour,100%,100%,f,Hortaleza,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in home,Private room,$39.00,t,t
1890,Pando Apartments S.L.,2013-11-29,"Málaga, Spain",within an hour,100%,100%,f,Hortaleza,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$39.00,t,t
1891,Renthas Hospitality,2019-12-12,"Málaga, Spain",within an hour,93%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$252.00,t,t
1892,Annika,2014-11-04,"Málaga, Spain",within a day,75%,25%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$252.00,t,f
1893,Alison,2023-01-29,"Málaga, Spain",within an hour,100%,86%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$252.00,t,f
1894,Mayte,2013-10-28,"Andalusia, Spain",within an hour,100%,96%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t
1895,Adrián,2023-11-14,"Málaga, Spain",within an hour,90%,83%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Private room in rental unit,Private room,$16.00,t,f
1896,Diana,2015-12-10,Spain,within a day,100%,24%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f
1897,Marina,2019-02-14,Spain,within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$152.00,t,t
1898,Adrián,2023-11-14,"Málaga, Spain",within an hour,90%,83%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Private room in rental unit,Private room,$19.00,t,f
1899,Eudes,2016-04-17,"Benalmádena, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$130.00,t,t
1900,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$65.00,t,f
1901,Paola Marina,2019-11-21,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Entire cottage,Entire home/apt,$431.00,t,t
1902,Alberto,2015-07-12,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire condo,Entire home/apt,$110.00,t,f
1903,Thamara,2015-10-19,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$37.00,t,t
1904,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$102.00,t,t
1905,Thamara,2015-10-19,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$40.00,t,f
1906,Alejandro,2017-09-24,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$150.00,t,f
1907,Albert,2019-07-20,"Málaga, Spain",within an hour,96%,98%,f,Urbanización Cortijo de Nagüeles,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$165.00,t,t
1908,Rafael,2015-03-22,"Málaga, Spain",within an hour,100%,99%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Private room in rental unit,Private room,$46.00,t,t
1909,Francisco,2015-09-14,"Fernán Núñez, Spain",within an hour,83%,97%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$32.00,t,f
1910,Leticia,2018-07-08,"Málaga, Spain",within an hour,100%,98%,t,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$68.00,t,f
1911,Asma,2015-03-24,"Andalusia, Spain",a few days or more,20%,35%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire townhouse,Entire home/apt,$186.00,t,f
1912,Véronique,2014-06-28,"Málaga, Spain",within an hour,96%,92%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$260.00,t,f
1913,Suncity,2014-06-09,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$260.00,t,t
1914,Manuela,2023-06-20,"Málaga, Spain",within an hour,100%,83%,f,Urbanización Cortijo de Nagüeles,['phone'],f,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$170.00,t,f
1915,Albert,2019-07-20,"Málaga, Spain",within an hour,96%,98%,f,Urbanización Cortijo de Nagüeles,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$194.00,t,t
1916,Malena,2016-05-31,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$23.00,t,t
1917,Lucas,2024-06-26,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Ciudad Jardin,Entire rental unit,Entire home/apt,$54.00,t,f
1918,Dani,2017-05-29,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Private room in rental unit,Private room,$35.00,t,f
1919,Anastasia,2017-12-02,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Private room in rental unit,Private room,$43.00,t,t
1920,Cristian Indalecio,2023-03-22,"Málaga, Spain",within an hour,100%,92%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$80.00,t,f
1921,Lupe,2017-07-04,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in condo,Private room,$80.00,t,f
